-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2023,1,22,20,4.83,293.95
2023,1,22,21,5.38,301.71
2023,1,22,22,5.62,310.2
2023,1,22,23,5.56,314.89
2023,1,23,0,5.16,310.08
2023,1,23,1,4.61,300.91
2023,1,23,2,4.21,302.28
2023,1,23,3,3.99,312.94
2023,1,23,4,4.1,318.94
2023,1,23,5,4.56,324.7
2023,1,23,6,4.6,325.1
2023,1,23,7,5.66,310.3
2023,1,23,8,5.9,310.86
2023,1,23,9,5.85,312.89
2023,1,23,10,5.65,312.48
2023,1,23,11,5.35,310.86
2023,1,23,12,5.32,308.5
2023,1,23,13,5.47,304.23
2023,1,23,14,5.47,300.78
2023,1,23,15,5.39,297.94
2023,1,23,16,5.34,294.28
2023,1,23,17,5.08,290.8
2023,1,23,18,4.87,291.75
2023,1,23,19,4.81,296.65
2023,1,23,20,4.67,299.99
2023,1,23,21,4.26,305.59
2023,1,23,22,3.95,313.32
2023,1,23,23,3.77,318.45
2023,1,24,0,3.64,311.69
2023,1,24,1,3.58,298.86
2023,1,24,2,3.57,280.84
2023,1,24,3,3.42,262.92
2023,1,24,4,3.4,238.54
2023,1,24,5,3.3,214.18
2023,1,24,6,2.53,190.13
2023,1,24,7,1.97,156.38
2023,1,24,8,1.17,135.54
2023,1,24,9,0.52,262.23
2023,1,24,10,2.01,272.9
2023,1,24,11,3.05,271.32
2023,1,24,12,3.41,266.59
2023,1,24,13,3.49,259.67
2023,1,24,14,3.36,249.46
2023,1,24,15,3.06,231.32
2023,1,24,16,2.88,201.83
2023,1,24,17,3.46,168.82
2023,1,24,18,4.89,145.42
2023,1,24,19,6.19,134.64
2023,1,24,20,6.72,128.96
2023,1,24,21,6.66,123.71
2023,1,24,22,6.51,118.75
2023,1,24,23,6.27,114.75
2023,1,25,0,5.82,111.26
2023,1,25,1,5.47,106.08
2023,1,25,2,5.27,106.53
2023,1,25,3,4.92,108.81
2023,1,25,4,4.46,108.47
2023,1,25,5,4.13,107.75
2023,1,25,6,3.49,107.99
2023,1,25,7,3.18,114.68
2023,1,25,8,3.5,121.95
2023,1,25,9,3.85,122.3
2023,1,25,10,4.05,123.9
2023,1,25,11,4.2,128.43
2023,1,25,12,4.46,134.22
2023,1,25,13,4.88,138.24
2023,1,25,14,5.47,139.98
2023,1,25,15,6.29,140.7
2023,1,25,16,7.21,140.67
2023,1,25,17,7.89,139.58
2023,1,25,18,8.08,137.98
2023,1,25,19,8.27,135.34
2023,1,25,20,7.96,132.77
2023,1,25,21,7.65,128.82
2023,1,25,22,7.52,121.92
2023,1,25,23,7.27,114.99
2023,1,26,0,6.78,110.94
2023,1,26,1,6.42,108.43
2023,1,26,2,6.23,103.78
2023,1,26,3,5.88,99.25
2023,1,26,4,5.88,90.23
2023,1,26,5,5.62,79.19
2023,1,26,6,4.75,70.28
2023,1,26,7,3.97,61.07
2023,1,26,8,3.18,51.08
2023,1,26,9,1.64,52.75
2023,1,26,10,0.78,111.7
2023,1,26,11,1.75,152.63
2023,1,26,12,2.94,158.82
2023,1,26,13,4.06,156.89
2023,1,26,14,5.06,152.41
2023,1,26,15,6.08,148.49
2023,1,26,16,7.48,145.55
2023,1,26,17,8.5,141.64
2023,1,26,18,8.9,137.38
2023,1,26,19,8.7,133.91
2023,1,26,20,8.24,131.27
2023,1,26,21,7.58,128.1
2023,1,26,22,7.27,122.49
2023,1,26,23,7.46,110.81
2023,1,27,0,6.9,108.09
2023,1,27,1,6.66,103.92
2023,1,27,2,6.51,96.48
2023,1,27,3,5.75,95.7
2023,1,27,4,5.57,82.34
2023,1,27,5,5.44,70.29
2023,1,27,6,4.5,64.28
2023,1,27,7,3.49,58.55
2023,1,27,8,2.72,41.97
2023,1,27,9,1.34,28.66
2023,1,27,10,0.43,30.78
2023,1,27,11,0.21,186.34
2023,1,27,12,0.86,199.76
2023,1,27,13,1.59,191.59
2023,1,27,14,2.3,180.19
2023,1,27,15,3.07,168.69
2023,1,27,16,4.12,158.4
2023,1,27,17,5.43,149.12
2023,1,27,18,6.79,140.56
2023,1,27,19,7.39,132.77
2023,1,27,20,7.38,126.48
2023,1,27,21,7.03,119.5
2023,1,27,22,6.83,106.67
2023,1,27,23,6.09,100.88
2023,1,28,0,5.33,101.06
2023,1,28,1,5.1,97.92
2023,1,28,2,4.72,92.94
2023,1,28,3,4.18,85.61
2023,1,28,4,3.55,76.39
2023,1,28,5,3.03,63.17
2023,1,28,6,2.39,46.06
2023,1,28,7,2.23,13.36
2023,1,28,8,3.01,323.01
2023,1,28,9,3.68,311.3
2023,1,28,10,3.88,310.68
2023,1,28,11,4.08,309.72
2023,1,28,12,4.26,305.97
2023,1,28,13,4.12,302.85
2023,1,28,14,3.56,301.46
2023,1,28,15,2.99,304.48
2023,1,28,16,2.53,309.99
2023,1,28,17,2.32,316.36
2023,1,28,18,1.9,327.62
2023,1,28,19,1.84,352.18
2023,1,28,20,2.4,6.73
2023,1,28,21,3.23,17.6
2023,1,28,22,4.51,24.7
2023,1,28,23,5.04,22.59
2023,1,29,0,4.49,14.62
2023,1,29,1,4.41,5.49
2023,1,29,2,4.58,1.37
2023,1,29,3,4.72,359.81
2023,1,29,4,4.78,357.0
2023,1,29,5,4.78,351.17
2023,1,29,6,4.63,343.95
2023,1,29,7,4.58,331.9
2023,1,29,8,5.31,321.09
2023,1,29,9,6.12,307.59
2023,1,29,10,6.59,293.16
2023,1,29,11,6.38,285.35
2023,1,29,12,6.11,281.42
2023,1,29,13,5.81,276.95
2023,1,29,14,5.36,269.67
2023,1,29,15,4.76,261.79
2023,1,29,16,4.06,256.07
2023,1,29,17,3.48,256.49
2023,1,29,18,2.3,272.14
2023,1,29,19,1.88,324.32
2023,1,29,20,3.25,350.72
2023,1,29,21,4.65,351.98
2023,1,29,22,5.61,349.0
2023,1,29,23,5.78,347.98
2023,1,30,0,5.42,343.84
2023,1,30,1,5.11,332.38
2023,1,30,2,5.0,322.75
2023,1,30,3,4.9,320.7
2023,1,30,4,4.75,321.0
2023,1,30,5,4.55,322.05
2023,1,30,6,3.99,323.35
2023,1,30,7,4.49,311.48
2023,1,30,8,5.09,305.57
2023,1,30,9,5.36,305.75
2023,1,30,10,5.54,305.88
2023,1,30,11,5.59,304.69
2023,1,30,12,5.4,303.02
2023,1,30,13,5.03,301.59
2023,1,30,14,4.39,300.04
2023,1,30,15,3.56,298.59
2023,1,30,16,2.66,295.21
2023,1,30,17,1.87,295.28
2023,1,30,18,1.3,301.2
2023,1,30,19,0.83,320.33
2023,1,30,20,0.91,358.04
2023,1,30,21,1.31,9.97
2023,1,30,22,1.67,6.19
2023,1,30,23,2.08,355.49
2023,1,31,0,2.39,341.92
2023,1,31,1,2.77,329.17
2023,1,31,2,3.15,326.82
2023,1,31,3,3.39,332.37
2023,1,31,4,3.65,340.91
2023,1,31,5,3.87,348.83
2023,1,31,6,3.64,352.23
2023,1,31,7,4.4,343.4
2023,1,31,8,5.66,334.39
2023,1,31,9,6.46,330.18
2023,1,31,10,6.8,327.86
2023,1,31,11,6.97,325.31
2023,1,31,12,7.0,322.8
2023,1,31,13,6.88,320.2
2023,1,31,14,6.49,318.66
2023,1,31,15,5.88,319.26
2023,1,31,16,5.01,319.75
2023,1,31,17,4.3,320.82
2023,1,31,18,3.95,320.7
2023,1,31,19,3.91,319.21
2023,1,31,20,3.87,317.87
2023,1,31,21,3.55,316.78
2023,1,31,22,2.91,322.21
2023,1,31,23,2.33,330.68
2023,2,1,0,2.13,336.44
2023,2,1,1,2.15,337.16
2023,2,1,2,2.17,336.39
2023,2,1,3,2.3,335.52
2023,2,1,4,2.55,333.04
2023,2,1,5,2.9,328.11
2023,2,1,6,2.86,321.44
2023,2,1,7,3.12,306.04
2023,2,1,8,3.74,304.88
2023,2,1,9,4.29,303.4
2023,2,1,10,4.65,300.4
2023,2,1,11,4.75,297.87
2023,2,1,12,4.5,294.16
2023,2,1,13,4.03,288.75
2023,2,1,14,3.59,279.38
2023,2,1,15,3.22,266.66
2023,2,1,16,2.8,253.48
2023,2,1,17,2.34,242.75
2023,2,1,18,1.53,227.08
2023,2,1,19,0.59,191.46
2023,2,1,20,0.74,78.45
2023,2,1,21,1.79,52.43
2023,2,1,22,3.07,43.25
2023,2,1,23,4.14,40.48
2023,2,2,0,4.49,37.93
2023,2,2,1,4.44,35.7
2023,2,2,2,4.23,32.54
2023,2,2,3,3.53,28.15
2023,2,2,4,2.3,24.65
2023,2,2,5,1.42,16.94
2023,2,2,6,1.59,1.12
2023,2,2,7,2.93,341.47
2023,2,2,8,4.52,334.19
2023,2,2,9,5.14,325.03
2023,2,2,10,5.65,316.79
2023,2,2,11,6.1,311.78
2023,2,2,12,6.47,309.86
2023,2,2,13,6.72,311.98
2023,2,2,14,6.89,316.93
2023,2,2,15,6.8,322.18
2023,2,2,16,6.05,325.67
2023,2,2,17,5.34,331.03
2023,2,2,18,5.62,333.22
2023,2,2,19,6.06,332.77
2023,2,2,20,6.29,336.11
2023,2,2,21,6.31,345.22
2023,2,2,22,6.48,356.75
2023,2,2,23,6.64,3.64
2023,2,3,0,6.79,6.34
2023,2,3,1,6.47,3.95
2023,2,3,2,5.71,356.86
2023,2,3,3,5.07,351.5
2023,2,3,4,4.65,350.81
2023,2,3,5,4.4,351.93
2023,2,3,6,4.11,355.63
2023,2,3,7,3.66,351.9
2023,2,3,8,4.47,339.85
2023,2,3,9,6.02,337.83
2023,2,3,10,7.61,335.49
2023,2,3,11,8.86,330.81
2023,2,3,12,9.7,327.13
2023,2,3,13,10.05,322.55
2023,2,3,14,9.84,319.25
2023,2,3,15,9.09,318.59
2023,2,3,16,7.84,321.35
2023,2,3,17,6.36,327.19
2023,2,3,18,5.73,330.6
2023,2,3,19,5.57,329.3
2023,2,3,20,5.37,327.95
2023,2,3,21,5.24,328.23
2023,2,3,22,5.19,330.31
2023,2,3,23,5.35,327.96
2023,2,4,0,5.44,319.84
2023,2,4,1,5.42,312.55
2023,2,4,2,5.37,311.52
2023,2,4,3,5.48,313.32
2023,2,4,4,5.62,312.75
2023,2,4,5,5.71,310.4
2023,2,4,6,5.6,314.1
2023,2,4,7,6.33,316.7
2023,2,4,8,7.58,319.76
2023,2,4,9,9.06,323.49
2023,2,4,10,10.17,323.24
2023,2,4,11,10.56,320.53
2023,2,4,12,10.44,316.61
2023,2,4,13,10.09,312.71
2023,2,4,14,9.6,310.25
2023,2,4,15,8.94,309.32
2023,2,4,16,7.61,311.92
2023,2,4,17,6.7,315.28
2023,2,4,18,6.27,319.24
2023,2,4,19,6.02,325.26
2023,2,4,20,5.8,328.28
2023,2,4,21,5.64,328.78
2023,2,4,22,5.54,327.9
2023,2,4,23,5.43,326.45
2023,2,5,0,5.5,324.71
2023,2,5,1,5.6,324.14
2023,2,5,2,5.56,325.6
2023,2,5,3,5.5,326.94
2023,2,5,4,5.52,327.3
2023,2,5,5,5.71,326.61
2023,2,5,6,5.74,324.53
2023,2,5,7,7.4,313.16
2023,2,5,8,8.7,308.07
2023,2,5,9,8.66,305.53
2023,2,5,10,8.4,303.04
2023,2,5,11,8.16,300.0
2023,2,5,12,8.09,295.87
2023,2,5,13,7.92,292.82
2023,2,5,14,7.47,292.76
2023,2,5,15,6.97,295.42
2023,2,5,16,6.44,298.31
2023,2,5,17,5.62,302.85
2023,2,5,18,5.39,309.94
2023,2,5,19,5.7,314.11
2023,2,5,20,5.87,317.37
2023,2,5,21,5.81,321.56
2023,2,5,22,5.6,326.09
2023,2,5,23,5.47,327.72
2023,2,6,0,5.44,328.39
2023,2,6,1,5.38,328.89
2023,2,6,2,5.24,328.77
2023,2,6,3,5.29,324.97
2023,2,6,4,5.19,323.63
2023,2,6,5,5.09,322.11
2023,2,6,6,4.49,317.32
2023,2,6,7,4.97,300.64
2023,2,6,8,5.72,296.36
2023,2,6,9,5.61,303.58
2023,2,6,10,5.63,306.47
2023,2,6,11,5.65,307.08
2023,2,6,12,5.72,309.8
2023,2,6,13,5.92,313.66
2023,2,6,14,6.02,316.47
2023,2,6,15,6.04,319.62
2023,2,6,16,6.2,322.84
2023,2,6,17,6.04,322.63
2023,2,6,18,6.42,323.46
2023,2,6,19,6.52,328.42
2023,2,6,20,6.19,321.77
2023,2,6,21,5.69,304.48
2023,2,6,22,4.4,281.25
2023,2,6,23,2.77,252.64
2023,2,7,0,2.95,210.23
2023,2,7,1,3.72,195.23
2023,2,7,2,3.82,180.7
2023,2,7,3,3.57,162.95
2023,2,7,4,3.48,149.92
2023,2,7,5,3.52,145.04
2023,2,7,6,3.28,136.16
2023,2,7,7,3.23,126.73
2023,2,7,8,3.03,126.6
2023,2,7,9,2.15,133.09
2023,2,7,10,1.2,154.6
2023,2,7,11,0.69,200.48
2023,2,7,12,1.07,239.89
2023,2,7,13,1.71,235.44
2023,2,7,14,2.27,211.5
2023,2,7,15,3.04,183.24
2023,2,7,16,4.12,159.71
2023,2,7,17,5.08,143.62
2023,2,7,18,5.8,131.4
2023,2,7,19,6.27,126.23
2023,2,7,20,6.24,127.63
2023,2,7,21,6.22,128.73
2023,2,7,22,7.31,121.06
2023,2,7,23,7.22,114.62
2023,2,8,0,6.64,111.74
2023,2,8,1,6.09,106.71
2023,2,8,2,5.63,98.38
2023,2,8,3,5.1,86.22
2023,2,8,4,4.29,73.18
2023,2,8,5,3.32,60.72
2023,2,8,6,2.28,46.11
2023,2,8,7,2.02,10.23
2023,2,8,8,1.31,347.62
2023,2,8,9,0.71,309.16
2023,2,8,10,0.88,259.79
2023,2,8,11,1.39,238.82
2023,2,8,12,1.88,229.37
2023,2,8,13,2.33,217.64
2023,2,8,14,2.69,197.38
2023,2,8,15,3.61,174.78
2023,2,8,16,5.04,156.14
2023,2,8,17,6.46,141.98
2023,2,8,18,7.52,132.01
2023,2,8,19,7.85,123.52
2023,2,8,20,6.98,115.19
2023,2,8,21,6.19,109.08
2023,2,8,22,5.73,106.24
2023,2,8,23,5.77,103.94
2023,2,9,0,5.5,103.56
2023,2,9,1,5.25,102.28
2023,2,9,2,5.05,98.63
2023,2,9,3,4.79,92.53
2023,2,9,4,4.42,83.4
2023,2,9,5,4.06,71.6
2023,2,9,6,3.42,55.8
2023,2,9,7,2.51,30.63
2023,2,9,8,3.11,358.99
2023,2,9,9,2.92,343.02
2023,2,9,10,2.75,329.06
2023,2,9,11,2.68,312.76
2023,2,9,12,2.72,293.85
2023,2,9,13,2.7,276.3
2023,2,9,14,2.44,262.83
2023,2,9,15,1.97,247.82
2023,2,9,16,1.69,212.51
2023,2,9,17,2.31,164.69
2023,2,9,18,4.26,137.08
2023,2,9,19,6.31,122.51
2023,2,9,20,7.0,113.82
2023,2,9,21,6.69,108.16
2023,2,9,22,6.21,106.15
2023,2,9,23,5.79,106.7
2023,2,10,0,5.69,101.17
2023,2,10,1,5.75,88.99
2023,2,10,2,5.41,78.59
2023,2,10,3,4.85,69.23
2023,2,10,4,4.48,59.77
2023,2,10,5,4.22,48.9
2023,2,10,6,3.44,33.69
2023,2,10,7,2.69,0.83
2023,2,10,8,3.17,325.45
2023,2,10,9,2.97,315.21
2023,2,10,10,2.76,315.23
2023,2,10,11,2.74,316.74
2023,2,10,12,2.83,313.99
2023,2,10,13,2.98,304.52
2023,2,10,14,3.03,295.37
2023,2,10,15,2.89,287.95
2023,2,10,16,2.64,276.12
2023,2,10,17,2.07,256.7
2023,2,10,18,1.36,217.07
2023,2,10,19,1.27,159.9
2023,2,10,20,2.06,103.35
2023,2,10,21,4.0,72.24
2023,2,10,22,5.15,56.14
2023,2,10,23,5.06,48.19
2023,2,11,0,4.3,45.29
2023,2,11,1,3.4,38.47
2023,2,11,2,3.12,25.8
2023,2,11,3,3.44,12.18
2023,2,11,4,3.65,0.37
2023,2,11,5,3.71,346.34
2023,2,11,6,3.53,331.85
2023,2,11,7,3.19,316.78
2023,2,11,8,3.88,303.66
2023,2,11,9,4.45,302.74
2023,2,11,10,4.74,303.77
2023,2,11,11,4.56,307.97
2023,2,11,12,4.06,313.83
2023,2,11,13,3.54,317.15
2023,2,11,14,3.14,320.85
2023,2,11,15,2.84,322.94
2023,2,11,16,2.46,327.72
2023,2,11,17,2.1,335.34
2023,2,11,18,1.77,348.05
2023,2,11,19,1.57,7.44
2023,2,11,20,1.67,29.81
2023,2,11,21,2.16,45.73
2023,2,11,22,2.92,53.16
2023,2,11,23,3.65,55.73
2023,2,12,0,3.98,56.28
2023,2,12,1,3.93,53.72
2023,2,12,2,3.8,47.66
2023,2,12,3,3.76,39.44
2023,2,12,4,3.7,28.68
2023,2,12,5,3.73,13.8
2023,2,12,6,3.53,2.15
2023,2,12,7,3.44,345.11
2023,2,12,8,4.61,330.92
2023,2,12,9,5.35,324.03
2023,2,12,10,5.75,318.69
2023,2,12,11,5.91,314.57
2023,2,12,12,6.1,312.15
2023,2,12,13,6.16,312.07
2023,2,12,14,5.96,315.11
2023,2,12,15,5.67,320.08
2023,2,12,16,5.11,328.69
2023,2,12,17,4.59,340.39
2023,2,12,18,4.89,350.06
2023,2,12,19,5.28,355.5
2023,2,12,20,5.38,357.42
2023,2,12,21,5.32,357.98
2023,2,12,22,4.95,2.53
2023,2,12,23,4.62,13.8
2023,2,13,0,4.37,18.11
2023,2,13,1,4.17,8.95
2023,2,13,2,4.27,356.86
2023,2,13,3,4.58,345.77
2023,2,13,4,4.76,336.0
2023,2,13,5,4.69,333.39
2023,2,13,6,4.11,335.53
2023,2,13,7,4.09,323.15
2023,2,13,8,4.93,309.6
2023,2,13,9,5.44,309.23
2023,2,13,10,5.82,309.78
2023,2,13,11,5.95,310.47
2023,2,13,12,5.94,309.61
2023,2,13,13,5.88,308.74
2023,2,13,14,5.76,308.39
2023,2,13,15,5.65,308.31
2023,2,13,16,5.42,308.92
2023,2,13,17,5.13,313.89
2023,2,13,18,5.1,320.16
2023,2,13,19,5.08,326.29
2023,2,13,20,4.93,332.34
2023,2,13,21,4.78,339.31
2023,2,13,22,4.6,346.65
2023,2,13,23,4.24,354.92
2023,2,14,0,3.91,0.69
2023,2,14,1,3.63,356.17
2023,2,14,2,3.5,342.17
2023,2,14,3,3.75,332.58
2023,2,14,4,4.12,331.93
2023,2,14,5,4.25,333.58
2023,2,14,6,3.73,333.27
2023,2,14,7,3.5,316.36
2023,2,14,8,3.89,303.69
2023,2,14,9,4.39,306.6
2023,2,14,10,5.19,308.89
2023,2,14,11,5.86,309.48
2023,2,14,12,6.27,308.88
2023,2,14,13,6.38,308.29
2023,2,14,14,6.33,308.58
2023,2,14,15,6.18,308.58
2023,2,14,16,5.71,308.5
2023,2,14,17,5.21,308.91
2023,2,14,18,5.3,309.98
2023,2,14,19,5.7,310.33
2023,2,14,20,5.89,311.51
2023,2,14,21,5.75,316.43
2023,2,14,22,5.8,321.62
2023,2,14,23,5.8,325.54
2023,2,15,0,5.75,329.18
2023,2,15,1,5.65,333.65
2023,2,15,2,5.51,340.79
2023,2,15,3,5.51,349.22
2023,2,15,4,5.41,351.53
2023,2,15,5,5.12,347.39
2023,2,15,6,4.72,341.39
2023,2,15,7,4.87,332.78
2023,2,15,8,6.11,322.63
2023,2,15,9,7.42,316.62
2023,2,15,10,8.25,314.62
2023,2,15,11,8.89,314.64
2023,2,15,12,9.31,313.57
2023,2,15,13,9.4,311.16
2023,2,15,14,8.91,309.27
2023,2,15,15,7.47,307.56
2023,2,15,16,6.08,305.12
2023,2,15,17,5.64,307.28
2023,2,15,18,6.06,316.57
2023,2,15,19,6.73,324.45
2023,2,15,20,6.88,334.45
2023,2,15,21,7.18,339.63
2023,2,15,22,7.19,346.67
2023,2,15,23,6.85,357.45
2023,2,16,0,6.3,359.22
2023,2,16,1,5.94,356.08
2023,2,16,2,5.97,353.76
2023,2,16,3,6.14,351.81
2023,2,16,4,6.33,350.2
2023,2,16,5,6.38,348.98
2023,2,16,6,6.41,347.69
2023,2,16,7,6.97,334.64
2023,2,16,8,7.5,325.18
2023,2,16,9,7.93,320.84
2023,2,16,10,8.37,316.55
2023,2,16,11,8.78,312.37
2023,2,16,12,8.96,310.44
2023,2,16,13,8.99,310.17
2023,2,16,14,8.85,310.13
2023,2,16,15,8.52,309.68
2023,2,16,16,7.31,310.14
2023,2,16,17,6.07,314.32
2023,2,16,18,5.6,324.54
2023,2,16,19,5.55,337.15
2023,2,16,20,6.06,351.47
2023,2,16,21,6.7,359.47
2023,2,16,22,6.72,356.6
2023,2,16,23,6.26,349.36
2023,2,17,0,6.26,346.28
2023,2,17,1,6.34,344.56
2023,2,17,2,6.39,345.33
2023,2,17,3,6.51,350.25
2023,2,17,4,6.68,354.63
2023,2,17,5,6.87,356.55
2023,2,17,6,6.47,355.5
2023,2,17,7,6.64,346.05
2023,2,17,8,7.76,337.75
2023,2,17,9,8.89,328.7
2023,2,17,10,9.37,322.25
2023,2,17,11,9.29,319.47
2023,2,17,12,8.95,318.04
2023,2,17,13,8.39,315.68
2023,2,17,14,7.69,313.64
2023,2,17,15,6.87,314.26
2023,2,17,16,5.55,317.05
2023,2,17,17,4.4,323.52
2023,2,17,18,3.74,333.86
2023,2,17,19,3.48,344.78
2023,2,17,20,3.43,353.07
2023,2,17,21,3.54,354.3
2023,2,17,22,3.4,344.56
2023,2,17,23,2.7,333.36
2023,2,18,0,2.48,359.1
2023,2,18,1,4.31,18.73
2023,2,18,2,4.99,24.6
2023,2,18,3,5.44,30.72
2023,2,18,4,5.63,34.2
2023,2,18,5,5.49,36.84
2023,2,18,6,4.75,37.85
2023,2,18,7,3.43,35.36
2023,2,18,8,4.18,10.78
2023,2,18,9,5.11,343.12
2023,2,18,10,5.2,315.91
2023,2,18,11,5.56,299.73
2023,2,18,12,5.93,293.05
2023,2,18,13,5.78,289.0
2023,2,18,14,4.97,285.02
2023,2,18,15,3.64,277.64
2023,2,18,16,2.25,253.26
2023,2,18,17,2.7,195.6
2023,2,18,18,5.45,167.58
2023,2,18,19,7.6,159.93
2023,2,18,20,8.73,154.33
2023,2,18,21,9.34,147.92
2023,2,18,22,9.65,147.64
2023,2,18,23,9.98,148.7
2023,2,19,0,9.69,150.98
2023,2,19,1,9.51,153.5
2023,2,19,2,9.51,155.58
2023,2,19,3,9.53,157.49
2023,2,19,4,9.58,158.52
2023,2,19,5,9.56,158.28
2023,2,19,6,9.41,157.24
2023,2,19,7,9.05,156.22
2023,2,19,8,9.51,154.97
2023,2,19,9,9.57,152.89
2023,2,19,10,8.94,153.3
2023,2,19,11,8.26,155.93
2023,2,19,12,7.94,159.19
2023,2,19,13,7.98,163.45
2023,2,19,14,8.0,167.25
2023,2,19,15,8.02,170.18
2023,2,19,16,7.59,171.71
2023,2,19,17,6.3,172.44
2023,2,19,18,5.77,174.72
2023,2,19,19,6.63,176.55
2023,2,19,20,6.3,167.9
2023,2,19,21,5.39,150.87
2023,2,19,22,4.61,144.24
2023,2,19,23,4.76,149.1
2023,2,20,0,5.42,145.92
2023,2,20,1,5.95,147.67
2023,2,20,2,6.41,150.25
2023,2,20,3,6.39,143.26
2023,2,20,4,5.94,130.09
2023,2,20,5,5.4,118.6
2023,2,20,6,4.48,109.8
2023,2,20,7,4.33,66.3
2023,2,20,8,5.32,27.05
2023,2,20,9,5.72,3.29
2023,2,20,10,5.4,346.63
2023,2,20,11,4.68,336.17
2023,2,20,12,3.78,327.39
2023,2,20,13,3.09,314.39
2023,2,20,14,2.77,301.41
2023,2,20,15,2.66,287.42
2023,2,20,16,2.91,268.46
2023,2,20,17,3.15,250.13
2023,2,20,18,3.22,227.36
2023,2,20,19,3.51,206.96
2023,2,20,20,3.73,192.84
2023,2,20,21,3.97,187.0
2023,2,20,22,4.17,185.05
2023,2,20,23,4.37,185.84
2023,2,21,0,4.55,188.09
2023,2,21,1,4.54,186.43
2023,2,21,2,4.18,177.22
2023,2,21,3,3.98,154.69
2023,2,21,4,3.93,127.65
2023,2,21,5,3.35,112.74
2023,2,21,6,2.54,84.36
2023,2,21,7,1.26,9.64
2023,2,21,8,3.13,316.82
2023,2,21,9,4.18,318.41
2023,2,21,10,5.0,318.11
2023,2,21,11,5.56,317.56
2023,2,21,12,5.8,315.38
2023,2,21,13,5.69,311.77
2023,2,21,14,5.29,308.22
2023,2,21,15,4.63,306.48
2023,2,21,16,3.89,306.75
2023,2,21,17,3.28,309.11
2023,2,21,18,2.91,315.11
2023,2,21,19,2.78,323.36
2023,2,21,20,2.78,334.01
2023,2,21,21,3.03,343.39
2023,2,21,22,3.44,347.82
2023,2,21,23,3.76,349.34
2023,2,22,0,3.87,348.6
2023,2,22,1,3.78,348.92
2023,2,22,2,3.53,355.44
2023,2,22,3,3.4,6.99
2023,2,22,4,3.45,16.71
2023,2,22,5,3.38,20.74
2023,2,22,6,2.9,24.84
2023,2,22,7,1.72,8.86
2023,2,22,8,1.97,331.81
2023,2,22,9,2.28,327.99
2023,2,22,10,2.54,325.14
2023,2,22,11,2.7,323.59
2023,2,22,12,2.91,323.41
2023,2,22,13,2.95,323.19
2023,2,22,14,2.69,321.13
2023,2,22,15,2.25,318.8
2023,2,22,16,1.57,321.25
2023,2,22,17,0.68,328.13
2023,2,22,18,0.75,132.47
2023,2,22,19,2.45,131.12
2023,2,22,20,3.81,120.82
2023,2,22,21,4.89,110.98
2023,2,22,22,5.56,100.85
2023,2,22,23,5.78,90.39
2023,2,23,0,5.68,80.25
2023,2,23,1,5.21,73.52
2023,2,23,2,4.41,79.8
2023,2,23,3,4.25,87.79
2023,2,23,4,4.1,81.89
2023,2,23,5,4.05,69.08
2023,2,23,6,3.79,59.79
2023,2,23,7,2.69,51.96
2023,2,23,8,2.0,22.26
2023,2,23,9,1.92,346.13
2023,2,23,10,2.2,324.56
2023,2,23,11,2.55,309.9
2023,2,23,12,2.85,298.11
2023,2,23,13,2.93,287.56
2023,2,23,14,2.68,276.69
2023,2,23,15,2.36,266.58
2023,2,23,16,2.03,251.36
2023,2,23,17,1.87,224.15
2023,2,23,18,2.28,190.66
2023,2,23,19,3.06,165.5
2023,2,23,20,3.74,143.75
2023,2,23,21,4.2,126.53
2023,2,23,22,4.54,111.53
2023,2,23,23,4.87,99.04
2023,2,24,0,5.02,93.39
2023,2,24,1,4.67,88.95
2023,2,24,2,4.18,80.64
2023,2,24,3,3.64,70.05
2023,2,24,4,3.31,57.81
2023,2,24,5,3.06,46.24
2023,2,24,6,2.6,30.26
2023,2,24,7,1.91,358.6
2023,2,24,8,2.7,326.82
2023,2,24,9,4.22,326.16
2023,2,24,10,5.57,325.98
2023,2,24,11,6.46,326.79
2023,2,24,12,6.62,327.74
2023,2,24,13,6.35,325.47
2023,2,24,14,6.09,323.92
2023,2,24,15,5.85,324.51
2023,2,24,16,5.45,326.77
2023,2,24,17,4.86,333.27
2023,2,24,18,5.14,343.03
2023,2,24,19,5.74,348.38
2023,2,24,20,5.89,352.3
2023,2,24,21,5.84,354.09
2023,2,24,22,5.8,353.58
2023,2,24,23,5.72,352.62
2023,2,25,0,5.59,350.92
2023,2,25,1,5.34,348.02
2023,2,25,2,4.99,346.51
2023,2,25,3,4.7,347.51
2023,2,25,4,4.58,349.09
2023,2,25,5,4.65,350.13
2023,2,25,6,4.55,348.61
2023,2,25,7,4.96,338.08
2023,2,25,8,6.7,329.22
2023,2,25,9,7.94,325.79
2023,2,25,10,8.27,323.76
